Accession	Title	Sample Type	Taxonomy	Channels	Platform	Series	Supplementary Types	Supplementary Links	SRA Accession	Contact	Release Date	SRR Accession
GSM4573120	Sample 553_Single MCF7 cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414657	SRX8414657	Alina Isakova	1-Jun-20	SRR11864282
GSM4573121	Sample 554_Single MCF7 cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414658	SRX8414658	Alina Isakova	1-Jun-20	SRR11864283
GSM4573122	Sample 555_Single MCF7 cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414659	SRX8414659	Alina Isakova	1-Jun-20	SRR11864284
GSM4573123	Sample 556_Single MCF7 cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414660	SRX8414660	Alina Isakova	1-Jun-20	SRR11864285
GSM4573124	Sample 557_Single MCF7 cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414661	SRX8414661	Alina Isakova	1-Jun-20	SRR11864286
GSM4573125	Sample 558_Single MCF7 cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414662	SRX8414662	Alina Isakova	1-Jun-20	SRR11864287
GSM4573126	Sample 559_Single MCF7 cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415233	SRX8415233	Alina Isakova	1-Jun-20	SRR11864288
GSM4573127	Sample 560_Single MCF7 cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415234	SRX8415234	Alina Isakova	1-Jun-20	SRR11864289
GSM4573128	Sample 561_Single MCF7 cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415235	SRX8415235	Alina Isakova	1-Jun-20	SRR11864290
GSM4573129	Sample 562_Single MCF7 cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415236	SRX8415236	Alina Isakova	1-Jun-20	SRR11864291
GSM4573130	Sample 563_Single MCF7 cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415237	SRX8415237	Alina Isakova	1-Jun-20	SRR11864292
GSM4573131	Sample 564_Single MCF7 cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415238	SRX8415238	Alina Isakova	1-Jun-20	SRR11864293
GSM4573132	Sample 565_Single MCF7 cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415239	SRX8415239	Alina Isakova	1-Jun-20	SRR11864294
GSM4573133	Sample 566_Single MCF7 cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415240	SRX8415240	Alina Isakova	1-Jun-20	SRR11864295
GSM4573134	Sample 567_Single MCF7 cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415241	SRX8415241	Alina Isakova	1-Jun-20	SRR11864296
GSM4573135	Sample 568_Single MCF7 cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415242	SRX8415242	Alina Isakova	1-Jun-20	SRR11864297
GSM4573136	Sample 569_Single MCF7 cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415243	SRX8415243	Alina Isakova	1-Jun-20	SRR11864298
GSM4573137	Sample 570_Single MCF7 cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415244	SRX8415244	Alina Isakova	1-Jun-20	SRR11864299
GSM4573138	Sample 571_Single MCF7 cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415245	SRX8415245	Alina Isakova	1-Jun-20	SRR11864300
GSM4573139	Sample 572_Single MCF7 cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415246	SRX8415246	Alina Isakova	1-Jun-20	SRR11864301
GSM4573140	Sample 573_Single MCF7 cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415247	SRX8415247	Alina Isakova	1-Jun-20	SRR11864302
GSM4573141	Sample 574_Single MCF7 cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415248	SRX8415248	Alina Isakova	1-Jun-20	SRR11864303
GSM4573142	Sample 575_Single MCF7 cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415713	SRX8415713	Alina Isakova	1-Jun-20	SRR11864304
GSM4573143	Sample 576_Single MCF7 cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415714	SRX8415714	Alina Isakova	1-Jun-20	SRR11864305
GSM4573144	Sample 577_Single MCF7 cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415715	SRX8415715	Alina Isakova	1-Jun-20	SRR11864306
GSM4573145	Sample 578_Single MCF7 cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415716	SRX8415716	Alina Isakova	1-Jun-20	SRR11864307
GSM4573146	Sample 579_Single MCF7 cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415717	SRX8415717	Alina Isakova	1-Jun-20	SRR11864308
GSM4573147	Sample 580_Single MCF7 cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415718	SRX8415718	Alina Isakova	1-Jun-20	SRR11864309
GSM4573148	Sample 581_Single MCF7 cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415719	SRX8415719	Alina Isakova	1-Jun-20	SRR11864310
GSM4573149	Sample 582_Single MCF7 cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415720	SRX8415720	Alina Isakova	1-Jun-20	SRR11864311
GSM4573150	Sample 583_Single MCF7 cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415721	SRX8415721	Alina Isakova	1-Jun-20	SRR11864312
GSM4573151	Sample 584_Single MCF7 cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415722	SRX8415722	Alina Isakova	1-Jun-20	SRR11864313
GSM4573152	Sample 585_Single MCF7 cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415723	SRX8415723	Alina Isakova	1-Jun-20	SRR11864314
GSM4573153	Sample 586_Single MCF7 cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415724	SRX8415724	Alina Isakova	1-Jun-20	SRR11864315
GSM4573154	Sample 587_Single MCF7 cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415725	SRX8415725	Alina Isakova	1-Jun-20	SRR11864316
GSM4573155	Sample 588_Single MCF7 cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415726	SRX8415726	Alina Isakova	1-Jun-20	SRR11864317
GSM4573156	Sample 589_Single MCF7 cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415727	SRX8415727	Alina Isakova	1-Jun-20	SRR11864318
GSM4573157	Sample 590_Single MCF7 cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8415728	SRX8415728	Alina Isakova	1-Jun-20	SRR11864319
GSM4573158	Sample 591_Single MCF7 cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8413530	SRX8413530	Alina Isakova	1-Jun-20	SRR11864320
GSM4573159	Sample 592_Single MCF7 cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8413531	SRX8413531	Alina Isakova	1-Jun-20	SRR11864321
GSM4573160	Sample 593_Single MCF7 cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8413532	SRX8413532	Alina Isakova	1-Jun-20	SRR11864322
GSM4573161	Sample 594_Single MCF7 cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8413533	SRX8413533	Alina Isakova	1-Jun-20	SRR11864323
GSM4573162	Sample 595_Single MCF7 cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8413534	SRX8413534	Alina Isakova	1-Jun-20	SRR11864324
GSM4573163	Sample 596_Single MCF7 cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8413535	SRX8413535	Alina Isakova	1-Jun-20	SRR11864325
GSM4573164	Sample 597_Single MCF7 cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8413536	SRX8413536	Alina Isakova	1-Jun-20	SRR11864326
GSM4573165	Sample 598_Single MCF7 cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8413537	SRX8413537	Alina Isakova	1-Jun-20	SRR11864327
GSM4573166	Sample 599_Single MCF7 cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8413538	SRX8413538	Alina Isakova	1-Jun-20	SRR11864328
GSM4573167	Sample 600_Single MCF7 cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8413539	SRX8413539	Alina Isakova	1-Jun-20	SRR11864329
GSM4573168	Sample 601_Single MCF7 cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8413540	SRX8413540	Alina Isakova	1-Jun-20	SRR11864330
GSM4573169	Sample 602_Single MCF7 cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8413541	SRX8413541	Alina Isakova	1-Jun-20	SRR11864331
GSM4573170	Sample 603_Single MCF7 cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8413542	SRX8413542	Alina Isakova	1-Jun-20	SRR11864332
GSM4573171	Sample 604_Single MCF7 cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8413543	SRX8413543	Alina Isakova	1-Jun-20	SRR11864333
GSM4573172	Sample 605_Single MCF7 cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8413544	SRX8413544	Alina Isakova	1-Jun-20	SRR11864334
GSM4573173	Sample 606_Single MCF7 cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8413545	SRX8413545	Alina Isakova	1-Jun-20	SRR11864335
GSM4573174	Sample 607_Single MCF7 cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414033	SRX8414033	Alina Isakova	1-Jun-20	SRR11864336
GSM4573175	Sample 608_Single MCF7 cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414034	SRX8414034	Alina Isakova	1-Jun-20	SRR11864337
GSM4573176	Sample 609_Single MCF7 cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414035	SRX8414035	Alina Isakova	1-Jun-20	SRR11864338
GSM4573177	Sample 610_Single MCF7 cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414036	SRX8414036	Alina Isakova	1-Jun-20	SRR11864339
GSM4573178	Sample 611_Single MCF7 cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414037	SRX8414037	Alina Isakova	1-Jun-20	SRR11864340
GSM4573179	Sample 612_Single MCF7 cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414038	SRX8414038	Alina Isakova	1-Jun-20	SRR11864341
GSM4573180	Sample 613_Single MCF7 cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414039	SRX8414039	Alina Isakova	1-Jun-20	SRR11864342
GSM4573181	Sample 614_Single MCF7 cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414040	SRX8414040	Alina Isakova	1-Jun-20	SRR11864343
GSM4573182	Sample 615_Single MCF7 cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414041	SRX8414041	Alina Isakova	1-Jun-20	SRR11864344
GSM4573183	Sample 616_Single MCF7 cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414042	SRX8414042	Alina Isakova	1-Jun-20	SRR11864345
GSM4573184	Sample 617_Single MCF7 cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414043	SRX8414043	Alina Isakova	1-Jun-20	SRR11864346
GSM4573185	Sample 618_Single MCF7 cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414044	SRX8414044	Alina Isakova	1-Jun-20	SRR11864347
GSM4573186	Sample 619_Single MCF7 cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414045	SRX8414045	Alina Isakova	1-Jun-20	SRR11864348
GSM4573187	Sample 620_Single MCF7 cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414046	SRX8414046	Alina Isakova	1-Jun-20	SRR11864349
GSM4573188	Sample 621_Single MCF7 cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414047	SRX8414047	Alina Isakova	1-Jun-20	SRR11864350
GSM4573189	Sample 622_Single MCF7 cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414048	SRX8414048	Alina Isakova	1-Jun-20	SRR11864351
GSM4573190	Sample 623_Single MCF7 cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414469	SRX8414469	Alina Isakova	1-Jun-20	SRR11864352
GSM4573191	Sample 624_Single MCF7 cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414470	SRX8414470	Alina Isakova	1-Jun-20	SRR11864353
GSM4573192	Sample 625_Single MCF7 cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414471	SRX8414471	Alina Isakova	1-Jun-20	SRR11864354
GSM4573193	Sample 626_Single MCF7 cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414472	SRX8414472	Alina Isakova	1-Jun-20	SRR11864355
GSM4573194	Sample 627_Single MCF7 cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414473	SRX8414473	Alina Isakova	1-Jun-20	SRR11864356
GSM4573195	Sample 628_Single MCF7 cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414474	SRX8414474	Alina Isakova	1-Jun-20	SRR11864357
GSM4573196	Sample 629_Single MCF7 cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414475	SRX8414475	Alina Isakova	1-Jun-20	SRR11864358
GSM4573197	Sample 630_Single MCF7 cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414476	SRX8414476	Alina Isakova	1-Jun-20	SRR11864359
GSM4573198	Sample 631_Single MCF7 cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414477	SRX8414477	Alina Isakova	1-Jun-20	SRR11864360
GSM4573199	Sample 632_Single MCF7 cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414478	SRX8414478	Alina Isakova	1-Jun-20	SRR11864361
GSM4573200	Sample 633_Single MCF7 cell	SRA	Homo sapiens	1	GPL24676	GSE151334	SRA Run Selector	https://www.ncbi.nlm.nih.gov/Traces/study/?acc=SRX8414479	SRX8414479	Alina Isakova	1-Jun-20	SRR11864362
